ID,label,weight_gr,color,season,origin
banana_550,Banana,130,Yellow,Summer,Ecuador
banana_551,Banana,123,Brown,Spring,Ecuador
banana_552,Banana,134,Yellow,Summer,Ecuador
banana_553,Banana,115,Yellow,Fall,Spain
banana_554,Banana,143,Green,Spring,Costa Rica
banana_555,Banana,117,Yellow,Fall,Ecuador
banana_556,Banana,132,Brown,Summer,Brazil
banana_557,Banana,131,Green,Summer,Ecuador
banana_558,Banana,106,Yellow,Winter,Brazil
banana_559,Banana,113,Yellow,Fall,Costa Rica
banana_560,Banana,102,Green,Winter,Ecuador
banana_561,Banana,150,Green,Summer,Brazil
banana_562,Banana,140,Brown,Spring,Brazil
banana_563,Banana,106,Yellow,Fall,Brazil
banana_564,Banana,133,Yellow,Spring,Spain
banana_565,Banana,148,Yellow,Spring,Costa Rica
banana_566,Banana,100,Yellow,Summer,Brazil
banana_567,Banana,101,Yellow,Summer,Costa Rica
banana_568,Banana,138,Yellow,Fall,Brazil
banana_569,Banana,109,Yellow,Summer,Brazil
banana_570,Banana,131,Brown,Fall,Brazil
banana_571,Banana,145,Yellow,Summer,Brazil
banana_572,Banana,114,Green,Summer,Ecuador
banana_573,Banana,140,Green,Fall,Ecuador
banana_574,Banana,101,Yellow,Fall,Brazil
banana_575,Banana,132,Yellow,Spring,Turkey
banana_576,Banana,122,Yellow,Fall,Brazil
banana_577,Banana,150,Green,Summer,Costa Rica
banana_578,Banana,127,Yellow,Summer,Ecuador
banana_579,Banana,108,Green,Summer,Brazil
banana_580,Banana,141,Yellow,Winter,Brazil
banana_581,Banana,115,Yellow,Spring,Ecuador
banana_582,Banana,139,Green,Winter,Ecuador
banana_583,Banana,107,Yellow,Spring,Ecuador
banana_584,Banana,103,Green,Spring,Ecuador
banana_585,Banana,108,Green,Winter,Turkey
banana_586,Banana,144,Green,Spring,Spain
banana_587,Banana,103,Brown,Spring,Costa Rica
banana_588,Banana,126,Brown,Winter,Costa Rica
banana_589,Banana,119,Yellow,Summer,Ecuador
banana_590,Banana,127,Green,Summer,Costa Rica
banana_591,Banana,118,Green,Fall,Brazil
banana_592,Banana,143,Green,Winter,Turkey
banana_593,Banana,102,Yellow,Summer,Brazil
banana_594,Banana,127,Green,Spring,Ecuador
banana_595,Banana,133,Green,Summer,Ecuador
banana_596,Banana,122,Yellow,Spring,Costa Rica
banana_597,Banana,110,Yellow,Summer,Costa Rica
banana_598,Banana,115,Green,Summer,Ecuador
banana_599,Banana,146,Yellow,Summer,Ecuador
cucumber_000,Cucumber,127,Green,Fall,Turkey
cucumber_001,Cucumber,177,Green,Spring,Turkey
cucumber_002,Cucumber,154,Green,Spring,Turkey
cucumber_003,Cucumber,155,Green,Summer,USA
cucumber_004,Cucumber,132,Yellow,Fall,USA
cucumber_005,Cucumber,146,Yellow,Summer,USA
cucumber_006,Cucumber,157,Green,Spring,Spain
cucumber_007,Cucumber,138,Green,Summer,Turkey
cucumber_008,Cucumber,144,Brown,Spring,Spain
cucumber_009,Cucumber,141,Green,Spring,Brazil
cucumber_010,Cucumber,161,Yellow,Spring,Brazil
cucumber_011,Cucumber,133,Green,Fall,Brazil
cucumber_012,Cucumber,179,Green,Spring,USA
cucumber_013,Cucumber,172,Green,Summer,Turkey
cucumber_014,Cucumber,152,Green,Spring,Turkey
cucumber_015,Cucumber,154,Green,Spring,Spain
cucumber_016,Cucumber,178,Green,Fall,Spain
cucumber_017,Cucumber,165,Yellow,Fall,Spain
cucumber_018,Cucumber,135,Green,Winter,Spain
cucumber_019,Cucumber,154,Green,Fall,Turkey
cucumber_020,Cucumber,140,Green,Fall,Spain
cucumber_021,Cucumber,152,Green,Fall,Spain
cucumber_022,Cucumber,154,Green,Summer,Turkey
cucumber_023,Cucumber,164,Yellow,Fall,Spain
cucumber_024,Cucumber,165,Green,Spring,Brazil
cucumber_025,Cucumber,148,Green,Summer,USA
cucumber_026,Cucumber,176,Green,Winter,Spain
cucumber_027,Cucumber,147,Green,Spring,Spain
cucumber_028,Cucumber,163,Green,Fall,Brazil
cucumber_029,Cucumber,120,Brown,Summer,USA
cucumber_030,Cucumber,137,Green,Summer,USA
cucumber_031,Cucumber,127,Green,Summer,Turkey
cucumber_032,Cucumber,164,Green,Summer,Spain
cucumber_033,Cucumber,164,Green,Spring,Spain
cucumber_034,Cucumber,168,Green,Summer,Spain
cucumber_035,Cucumber,179,Green,Spring,Turkey
cucumber_036,Cucumber,161,Green,Summer,Spain
cucumber_037,Cucumber,156,Green,Winter,Turkey
cucumber_038,Cucumber,178,Green,Fall,Spain
cucumber_039,Cucumber,130,Green,Fall,Spain
cucumber_040,Cucumber,164,Green,Summer,Brazil
cucumber_041,Cucumber,127,Green,Summer,Spain
cucumber_042,Cucumber,152,Green,Spring,Spain
cucumber_043,Cucumber,127,Yellow,Winter,USA
cucumber_044,Cucumber,166,Yellow,Spring,USA
cucumber_045,Cucumber,121,Green,Summer,Spain
cucumber_046,Cucumber,156,Green,Fall,Spain
cucumber_047,Cucumber,152,Green,Summer,USA
cucumber_048,Cucumber,121,Green,Spring,USA
cucumber_049,Cucumber,130,Green,Summer,Turkey
cucumber_050,Cucumber,128,Green,Summer,Turkey
cucumber_051,Cucumber,146,Green,Fall,USA
cucumber_052,Cucumber,149,Green,Summer,USA
cucumber_053,Cucumber,154,Green,Spring,Spain
cucumber_054,Cucumber,156,Green,Spring,Turkey
cucumber_055,Cucumber,142,Green,Summer,Turkey
cucumber_056,Cucumber,162,Yellow,Spring,Turkey
cucumber_057,Cucumber,172,Green,Summer,Turkey
cucumber_058,Cucumber,151,Yellow,Summer,Turkey
cucumber_059,Cucumber,142,Yellow,Fall,Brazil
cucumber_060,Cucumber,176,Green,Summer,Turkey
cucumber_061,Cucumber,153,Green,Summer,Spain
cucumber_062,Cucumber,175,Green,Summer,Turkey
cucumber_063,Cucumber,129,Green,Winter,Turkey
cucumber_064,Cucumber,150,Green,Summer,Turkey
cucumber_065,Cucumber,124,Green,Summer,Turkey
cucumber_066,Cucumber,157,Green,Fall,Spain
cucumber_067,Cucumber,124,Green,Summer,Turkey
cucumber_068,Cucumber,164,Green,Winter,Spain
cucumber_069,Cucumber,146,Green,Spring,Turkey
cucumber_070,Cucumber,134,Green,Spring,USA
cucumber_071,Cucumber,156,Green,Spring,USA
cucumber_072,Cucumber,123,Brown,Spring,USA
cucumber_073,Cucumber,178,Brown,Summer,Turkey
cucumber_074,Cucumber,167,Brown,Summer,Turkey
cucumber_075,Cucumber,132,Green,Winter,Spain
cucumber_076,Cucumber,170,Green,Fall,USA
cucumber_077,Cucumber,177,Green,Fall,USA
cucumber_078,Cucumber,163,Green,Spring,Turkey
cucumber_079,Cucumber,143,Yellow,Summer,Turkey
cucumber_080,Cucumber,155,Brown,Spring,USA
cucumber_081,Cucumber,159,Green,Winter,USA
cucumber_082,Cucumber,158,Green,Fall,Spain
cucumber_083,Cucumber,155,Green,Spring,Spain
cucumber_084,Cucumber,153,Yellow,Spring,Spain
cucumber_085,Cucumber,140,Green,Summer,USA
cucumber_086,Cucumber,175,Green,Summer,Turkey
cucumber_087,Cucumber,136,Green,Fall,Brazil
cucumber_088,Cucumber,171,Yellow,Summer,Turkey
cucumber_089,Cucumber,157,Yellow,Summer,Turkey
cucumber_090,Cucumber,146,Green,Summer,Spain
cucumber_091,Cucumber,170,Green,Summer,Spain
cucumber_092,Cucumber,166,Yellow,Summer,Spain
cucumber_093,Cucumber,167,Green,Summer,Brazil
cucumber_094,Cucumber,136,Brown,Spring,Turkey
cucumber_095,Cucumber,157,Yellow,Fall,Turkey
cucumber_096,Cucumber,180,Green,Spring,Brazil
cucumber_097,Cucumber,148,Yellow,Spring,Spain
cucumber_098,Cucumber,140,Green,Fall,Spain
cucumber_099,Cucumber,175,Green,Fall,Turkey
cucumber_100,Cucumber,169,Green,Fall,Brazil
cucumber_101,Cucumber,126,Green,Fall,Turkey
cucumber_102,Cucumber,134,Green,Spring,Spain
cucumber_103,Cucumber,128,Green,Fall,USA
cucumber_104,Cucumber,159,Green,Fall,Spain
cucumber_105,Cucumber,123,Green,Fall,Turkey
cucumber_106,Cucumber,122,Green,Spring,Turkey
cucumber_107,Cucumber,164,Green,Summer,Spain
cucumber_108,Cucumber,159,Brown,Summer,Turkey
cucumber_109,Cucumber,157,Green,Fall,Turkey
cucumber_110,Cucumber,166,Green,Spring,Spain
cucumber_111,Cucumber,142,Green,Fall,Spain
cucumber_112,Cucumber,148,Yellow,Summer,Brazil
cucumber_113,Cucumber,149,Green,Fall,Spain
cucumber_114,Cucumber,176,Brown,Summer,Turkey
cucumber_115,Cucumber,151,Green,Spring,USA
cucumber_116,Cucumber,171,Green,Summer,Spain
cucumber_117,Cucumber,165,Green,Summer,Spain
cucumber_118,Cucumber,123,Yellow,Fall,Spain
cucumber_119,Cucumber,174,Green,Fall,Turkey
cucumber_120,Cucumber,130,Green,Fall,USA
cucumber_121,Cucumber,168,Green,Summer,Turkey
cucumber_122,Cucumber,157,Green,Spring,Turkey
cucumber_123,Cucumber,125,Yellow,Summer,Spain
cucumber_124,Cucumber,130,Green,Fall,Turkey
cucumber_125,Cucumber,153,Yellow,Spring,Spain
cucumber_126,Cucumber,132,Green,Fall,USA
cucumber_127,Cucumber,170,Green,Summer,Brazil
cucumber_128,Cucumber,152,Green,Summer,Spain
cucumber_129,Cucumber,166,Yellow,Fall,Spain
cucumber_130,Cucumber,152,Green,Fall,Spain
cucumber_131,Cucumber,144,Green,Spring,Spain
cucumber_132,Cucumber,131,Green,Spring,USA
cucumber_133,Cucumber,158,Brown,Spring,Spain
cucumber_134,Cucumber,137,Green,Summer,Spain
cucumber_135,Cucumber,126,Green,Fall,Turkey
cucumber_136,Cucumber,150,Green,Summer,USA
cucumber_137,Cucumber,173,Green,Summer,USA
cucumber_138,Cucumber,164,Yellow,Spring,Spain
cucumber_139,Cucumber,155,Green,Summer,Brazil
cucumber_140,Cucumber,140,Green,Spring,Spain
cucumber_141,Cucumber,140,Green,Summer,Spain
cucumber_142,Cucumber,173,Green,Summer,Turkey
cucumber_143,Cucumber,129,Green,Summer,Turkey
cucumber_144,Cucumber,141,Green,Summer,Turkey
cucumber_145,Cucumber,122,Green,Winter,Turkey
cucumber_146,Cucumber,143,Green,Summer,Spain
cucumber_147,Cucumber,145,Green,Fall,Turkey
cucumber_148,Cucumber,166,Green,Spring,USA
cucumber_149,Cucumber,173,Green,Spring,USA
cucumber_150,Cucumber,153,Green,Fall,USA
cucumber_151,Cucumber,144,Green,Summer,Turkey
cucumber_152,Cucumber,131,Green,Summer,Turkey
cucumber_153,Cucumber,126,Green,Spring,Spain
cucumber_154,Cucumber,127,Yellow,Summer,Spain
cucumber_155,Cucumber,141,Green,Fall,Spain
cucumber_156,Cucumber,148,Green,Fall,USA
cucumber_157,Cucumber,142,Green,Summer,USA
cucumber_158,Cucumber,174,Green,Summer,Brazil
cucumber_159,Cucumber,134,Green,Winter,Spain
cucumber_160,Cucumber,145,Green,Fall,Turkey
cucumber_161,Cucumber,129,Green,Spring,Spain
cucumber_162,Cucumber,127,Green,Spring,Brazil
cucumber_163,Cucumber,162,Green,Summer,Spain
cucumber_164,Cucumber,173,Yellow,Winter,Turkey
cucumber_165,Cucumber,169,Green,Fall,USA
cucumber_166,Cucumber,160,Green,Winter,Spain
cucumber_167,Cucumber,146,Green,Spring,Brazil
cucumber_168,Cucumber,165,Green,Summer,Brazil
cucumber_169,Cucumber,137,Green,Spring,USA
cucumber_170,Cucumber,122,Green,Spring,Spain
cucumber_171,Cucumber,162,Green,Summer,Turkey
cucumber_172,Cucumber,169,Green,Spring,Brazil
cucumber_173,Cucumber,135,Yellow,Spring,Brazil
cucumber_174,Cucumber,178,Green,Summer,Spain
cucumber_175,Cucumber,144,Brown,Summer,Turkey
cucumber_176,Cucumber,137,Yellow,Spring,Turkey
cucumber_177,Cucumber,178,Brown,Spring,USA
cucumber_178,Cucumber,135,Green,Summer,Turkey
cucumber_179,Cucumber,127,Brown,Fall,Turkey
cucumber_180,Cucumber,162,Green,Spring,Turkey
cucumber_181,Cucumber,141,Green,Spring,Spain
cucumber_182,Cucumber,155,Yellow,Summer,USA
cucumber_183,Cucumber,162,Green,Winter,Turkey
cucumber_184,Cucumber,174,Green,Fall,Turkey
cucumber_185,Cucumber,176,Green,Spring,Spain
cucumber_186,Cucumber,155,Green,Fall,Turkey
cucumber_187,Cucumber,170,Green,Summer,Brazil
cucumber_188,Cucumber,122,Green,Summer,Spain
cucumber_189,Cucumber,168,Green,Fall,Brazil
cucumber_190,Cucumber,164,Green,Spring,Spain
cucumber_191,Cucumber,123,Green,Summer,Turkey
cucumber_192,Cucumber,139,Yellow,Winter,USA
cucumber_193,Cucumber,160,Green,Summer,Turkey
cucumber_194,Cucumber,175,Green,Winter,Turkey
cucumber_195,Cucumber,130,Green,Winter,Spain
cucumber_196,Cucumber,170,Green,Summer,Turkey
cucumber_197,Cucumber,126,Green,Summer,USA
cucumber_198,Cucumber,142,Yellow,Summer,USA
cucumber_199,Cucumber,148,Green,Summer,Turkey
cucumber_200,Cucumber,165,Green,Spring,Spain
cucumber_201,Cucumber,134,Green,Spring,Turkey
cucumber_202,Cucumber,146,Yellow,Summer,Turkey
cucumber_203,Cucumber,143,Yellow,Spring,Spain
cucumber_204,Cucumber,168,Green,Fall,Spain
cucumber_205,Cucumber,124,Green,Spring,Spain
cucumber_206,Cucumber,180,Green,Summer,Spain
cucumber_207,Cucumber,129,Green,Summer,Turkey
cucumber_208,Cucumber,139,Green,Spring,Turkey
cucumber_209,Cucumber,147,Green,Spring,USA
cucumber_210,Cucumber,160,Green,Fall,Spain
cucumber_211,Cucumber,156,Yellow,Summer,Turkey
cucumber_212,Cucumber,167,Green,Fall,Turkey
cucumber_213,Cucumber,175,Yellow,Fall,Brazil
cucumber_214,Cucumber,135,Green,Summer,Turkey
cucumber_215,Cucumber,178,Green,Summer,USA
cucumber_216,Cucumber,151,Green,Summer,Turkey
cucumber_217,Cucumber,171,Green,Spring,Spain
cucumber_218,Cucumber,168,Green,Spring,Spain
cucumber_219,Cucumber,160,Green,Summer,Turkey
cucumber_220,Cucumber,158,Green,Spring,Turkey
cucumber_221,Cucumber,158,Green,Winter,Spain
cucumber_222,Cucumber,160,Yellow,Spring,Turkey
cucumber_223,Cucumber,171,Green,Spring,Turkey
cucumber_224,Cucumber,167,Green,Spring,USA
cucumber_225,Cucumber,122,Green,Winter,Spain
cucumber_226,Cucumber,123,Green,Summer,Turkey
cucumber_227,Cucumber,159,Green,Spring,USA
cucumber_228,Cucumber,174,Green,Summer,USA
cucumber_229,Cucumber,176,Green,Fall,USA
cucumber_230,Cucumber,124,Green,Summer,Spain
cucumber_231,Cucumber,154,Green,Fall,Turkey
cucumber_232,Cucumber,144,Brown,Spring,USA
cucumber_233,Cucumber,175,Green,Spring,Turkey
cucumber_234,Cucumber,133,Yellow,Summer,Turkey
cucumber_235,Cucumber,138,Green,Summer,USA
cucumber_236,Cucumber,152,Green,Spring,Turkey
cucumber_237,Cucumber,146,Green,Spring,Turkey
cucumber_238,Cucumber,147,Green,Winter,Spain
cucumber_239,Cucumber,169,Green,Spring,USA
cucumber_240,Cucumber,121,Green,Summer,Turkey
cucumber_241,Cucumber,139,Green,Summer,Brazil
cucumber_242,Cucumber,138,Green,Summer,Turkey
cucumber_243,Cucumber,143,Green,Summer,Brazil
cucumber_244,Cucumber,145,Green,Summer,Brazil
cucumber_245,Cucumber,177,Green,Winter,Turkey
cucumber_246,Cucumber,145,Green,Summer,USA
cucumber_247,Cucumber,126,Green,Spring,Spain
cucumber_248,Cucumber,135,Green,Spring,Spain
cucumber_249,Cucumber,145,Green,Summer,Spain
cucumber_250,Cucumber,157,Green,Spring,Turkey
cucumber_251,Cucumber,138,Green,Summer,Spain
cucumber_252,Cucumber,153,Green,Summer,Turkey
cucumber_253,Cucumber,128,Green,Summer,Spain
cucumber_254,Cucumber,155,Green,Summer,Turkey
cucumber_255,Cucumber,138,Green,Spring,Turkey
cucumber_256,Cucumber,141,Green,Spring,Brazil
cucumber_257,Cucumber,155,Yellow,Spring,USA
cucumber_258,Cucumber,168,Green,Summer,Spain
cucumber_259,Cucumber,138,Green,Winter,Spain
cucumber_260,Cucumber,161,Brown,Summer,USA
cucumber_261,Cucumber,129,Green,Spring,Spain
cucumber_262,Cucumber,178,Green,Summer,Turkey
cucumber_263,Cucumber,123,Green,Fall,USA
cucumber_264,Cucumber,175,Green,Fall,Turkey
cucumber_265,Cucumber,169,Green,Summer,Spain
cucumber_266,Cucumber,142,Green,Spring,Turkey
cucumber_267,Cucumber,152,Green,Winter,Turkey
cucumber_268,Cucumber,159,Green,Spring,Turkey
cucumber_269,Cucumber,152,Green,Summer,Turkey
cucumber_270,Cucumber,129,Green,Spring,Brazil
cucumber_271,Cucumber,132,Yellow,Summer,Spain
cucumber_272,Cucumber,174,Green,Summer,Spain
cucumber_273,Cucumber,161,Green,Summer,Turkey
cucumber_274,Cucumber,158,Green,Spring,USA
cucumber_275,Cucumber,128,Green,Summer,USA
cucumber_276,Cucumber,177,Green,Fall,Spain
cucumber_277,Cucumber,155,Green,Fall,Spain
cucumber_278,Cucumber,137,Green,Spring,USA
cucumber_279,Cucumber,176,Yellow,Spring,Spain
cucumber_280,Cucumber,162,Green,Summer,Spain
cucumber_281,Cucumber,174,Green,Winter,Turkey
cucumber_282,Cucumber,157,Green,Spring,Spain
cucumber_283,Cucumber,129,Green,Spring,Turkey
cucumber_284,Cucumber,166,Yellow,Fall,USA
cucumber_285,Cucumber,123,Green,Spring,Turkey
cucumber_286,Cucumber,144,Yellow,Summer,Spain
cucumber_287,Cucumber,144,Green,Summer,USA
cucumber_288,Cucumber,124,Yellow,Spring,USA
cucumber_289,Cucumber,158,Green,Summer,Spain
cucumber_290,Cucumber,125,Green,Spring,Brazil
cucumber_291,Cucumber,173,Green,Summer,Turkey
cucumber_292,Cucumber,135,Green,Fall,Turkey
cucumber_293,Cucumber,148,Green,Summer,Spain
cucumber_294,Cucumber,171,Green,Summer,USA
cucumber_295,Cucumber,159,Green,Spring,Turkey
cucumber_296,Cucumber,149,Yellow,Summer,USA
cucumber_297,Cucumber,162,Green,Spring,Turkey
cucumber_298,Cucumber,166,Green,Fall,Turkey
cucumber_299,Cucumber,147,Green,Spring,Spain
cucumber_300,Cucumber,138,Green,Spring,Turkey
cucumber_301,Cucumber,162,Green,Fall,Spain
cucumber_302,Cucumber,138,Green,Summer,Spain
cucumber_303,Cucumber,148,Green,Summer,USA
cucumber_304,Cucumber,153,Green,Summer,USA
cucumber_305,Cucumber,172,Green,Winter,Spain
cucumber_306,Cucumber,145,Green,Spring,Turkey
cucumber_307,Cucumber,122,Green,Spring,USA
cucumber_308,Cucumber,168,Green,Summer,Spain
cucumber_309,Cucumber,122,Green,Fall,Spain
cucumber_310,Cucumber,179,Green,Summer,Spain
cucumber_311,Cucumber,175,Yellow,Fall,Spain
cucumber_312,Cucumber,170,Yellow,Fall,USA
cucumber_313,Cucumber,148,Green,Spring,Spain
cucumber_314,Cucumber,122,Green,Fall,USA
cucumber_315,Cucumber,137,Green,Summer,Spain
cucumber_316,Cucumber,141,Yellow,Spring,Turkey
cucumber_317,Cucumber,134,Green,Spring,USA
cucumber_318,Cucumber,121,Green,Summer,Turkey
cucumber_319,Cucumber,148,Green,Winter,Turkey
cucumber_320,Cucumber,173,Green,Spring,Turkey
cucumber_321,Cucumber,123,Green,Summer,USA
cucumber_322,Cucumber,162,Green,Fall,Spain
cucumber_323,Cucumber,168,Yellow,Summer,USA
cucumber_324,Cucumber,175,Green,Summer,Turkey
cucumber_325,Cucumber,177,Green,Spring,USA
cucumber_326,Cucumber,151,Green,Summer,Turkey
cucumber_327,Cucumber,163,Green,Spring,Spain
cucumber_328,Cucumber,147,Green,Spring,Turkey
cucumber_329,Cucumber,150,Green,Spring,Turkey
cucumber_330,Cucumber,156,Green,Summer,USA
cucumber_331,Cucumber,180,Green,Fall,Turkey
cucumber_332,Cucumber,178,Green,Spring,Turkey
cucumber_333,Cucumber,149,Green,Summer,USA
cucumber_334,Cucumber,136,Yellow,Summer,Turkey
cucumber_335,Cucumber,142,Green,Spring,Spain
cucumber_336,Cucumber,157,Green,Fall,Turkey
cucumber_337,Cucumber,180,Green,Summer,USA
cucumber_338,Cucumber,177,Green,Spring,Turkey
cucumber_339,Cucumber,129,Green,Summer,USA
cucumber_340,Cucumber,142,Green,Fall,USA
cucumber_341,Cucumber,139,Brown,Fall,USA
cucumber_342,Cucumber,141,Green,Summer,Turkey
cucumber_343,Cucumber,124,Green,Fall,Turkey
cucumber_344,Cucumber,144,Green,Fall,USA
cucumber_345,Cucumber,148,Yellow,Fall,Turkey
cucumber_346,Cucumber,127,Green,Summer,Turkey
cucumber_347,Cucumber,167,Green,Summer,Turkey
cucumber_348,Cucumber,146,Yellow,Winter,Brazil
cucumber_349,Cucumber,154,Yellow,Fall,Brazil
cucumber_350,Cucumber,154,Green,Spring,Turkey
cucumber_351,Cucumber,130,Green,Summer,USA
cucumber_352,Cucumber,141,Green,Spring,Turkey
cucumber_353,Cucumber,151,Green,Fall,Spain
cucumber_354,Cucumber,177,Green,Spring,Spain
cucumber_355,Cucumber,129,Green,Summer,USA
cucumber_356,Cucumber,138,Green,Spring,Spain
cucumber_357,Cucumber,139,Green,Fall,Turkey
cucumber_358,Cucumber,153,Green,Fall,Turkey
cucumber_359,Cucumber,170,Green,Summer,Turkey
cucumber_360,Cucumber,161,Green,Summer,USA
cucumber_361,Cucumber,130,Green,Summer,Turkey
cucumber_362,Cucumber,175,Yellow,Summer,USA
cucumber_363,Cucumber,160,Yellow,Spring,Spain
cucumber_364,Cucumber,141,Green,Winter,Turkey
cucumber_365,Cucumber,134,Green,Summer,Spain
cucumber_366,Cucumber,136,Green,Spring,Spain
cucumber_367,Cucumber,167,Yellow,Spring,Turkey
cucumber_368,Cucumber,159,Green,Spring,Spain
cucumber_369,Cucumber,175,Yellow,Winter,Spain
cucumber_370,Cucumber,168,Brown,Fall,Spain
cucumber_371,Cucumber,127,Green,Winter,Spain
cucumber_372,Cucumber,148,Green,Summer,USA
cucumber_373,Cucumber,171,Green,Spring,Spain
cucumber_374,Cucumber,135,Green,Summer,Spain
cucumber_375,Cucumber,172,Yellow,Fall,Turkey
cucumber_376,Cucumber,170,Yellow,Fall,Turkey
cucumber_377,Cucumber,174,Green,Fall,Spain
cucumber_378,Cucumber,165,Green,Winter,USA
cucumber_379,Cucumber,168,Green,Spring,Brazil
cucumber_380,Cucumber,165,Green,Fall,Turkey
cucumber_381,Cucumber,153,Green,Spring,Turkey
cucumber_382,Cucumber,151,Green,Spring,Brazil
cucumber_383,Cucumber,176,Green,Spring,Brazil
cucumber_384,Cucumber,159,Brown,Summer,Turkey
cucumber_385,Cucumber,175,Green,Summer,Turkey
cucumber_386,Cucumber,180,Green,Spring,Turkey
cucumber_387,Cucumber,123,Green,Winter,Turkey
cucumber_388,Cucumber,175,Green,Spring,USA
cucumber_389,Cucumber,147,Green,Summer,Turkey
cucumber_390,Cucumber,129,Green,Spring,Spain
cucumber_391,Cucumber,167,Green,Spring,Spain
cucumber_392,Cucumber,150,Green,Fall,Spain
cucumber_393,Cucumber,175,Green,Fall,Turkey
cucumber_394,Cucumber,137,Green,Spring,Turkey
cucumber_395,Cucumber,134,Green,Fall,USA
cucumber_396,Cucumber,151,Green,Spring,Spain
cucumber_397,Cucumber,137,Yellow,Summer,Turkey
cucumber_398,Cucumber,157,Green,Summer,Spain
cucumber_399,Cucumber,137,Yellow,Summer,USA
cucumber_400,Cucumber,151,Green,Summer,Spain
cucumber_401,Cucumber,156,Green,Spring,Brazil
cucumber_402,Cucumber,133,Green,Fall,Spain
cucumber_403,Cucumber,144,Green,Spring,Spain
cucumber_404,Cucumber,175,Green,Spring,Turkey
cucumber_405,Cucumber,164,Green,Spring,Turkey
cucumber_406,Cucumber,157,Green,Winter,Spain
cucumber_407,Cucumber,133,Brown,Summer,Turkey
cucumber_408,Cucumber,131,Green,Winter,USA
cucumber_409,Cucumber,171,Green,Fall,USA
cucumber_410,Cucumber,177,Green,Spring,Turkey
cucumber_411,Cucumber,164,Green,Summer,USA
cucumber_412,Cucumber,132,Yellow,Fall,Spain
cucumber_413,Cucumber,132,Green,Spring,Spain
cucumber_414,Cucumber,164,Green,Summer,Brazil
cucumber_415,Cucumber,166,Yellow,Summer,Brazil
cucumber_416,Cucumber,144,Yellow,Summer,Spain
cucumber_417,Cucumber,136,Green,Summer,USA
cucumber_418,Cucumber,165,Green,Winter,Turkey
cucumber_419,Cucumber,140,Yellow,Spring,Turkey
cucumber_420,Cucumber,134,Green,Summer,Turkey
cucumber_421,Cucumber,142,Yellow,Summer,Spain
cucumber_422,Cucumber,128,Green,Spring,USA
cucumber_423,Cucumber,153,Yellow,Spring,Turkey
cucumber_424,Cucumber,164,Green,Spring,Spain
cucumber_425,Cucumber,131,Green,Summer,Turkey
cucumber_426,Cucumber,130,Green,Fall,Turkey
cucumber_427,Cucumber,177,Green,Summer,Turkey
cucumber_428,Cucumber,125,Green,Summer,Brazil
cucumber_429,Cucumber,170,Green,Spring,USA
cucumber_430,Cucumber,130,Green,Fall,Turkey
cucumber_431,Cucumber,159,Green,Spring,Turkey
cucumber_432,Cucumber,138,Yellow,Spring,Spain
cucumber_433,Cucumber,156,Green,Spring,Spain
cucumber_434,Cucumber,162,Yellow,Fall,Turkey
cucumber_435,Cucumber,136,Green,Summer,Spain
cucumber_436,Cucumber,177,Green,Summer,Brazil
cucumber_437,Cucumber,147,Green,Spring,Turkey
cucumber_438,Cucumber,131,Green,Spring,USA
cucumber_439,Cucumber,163,Green,Summer,Brazil
cucumber_440,Cucumber,150,Green,Spring,USA
cucumber_441,Cucumber,153,Green,Winter,Spain
cucumber_442,Cucumber,128,Green,Spring,Turkey
cucumber_443,Cucumber,122,Green,Fall,Spain
cucumber_444,Cucumber,168,Green,Spring,Brazil
cucumber_445,Cucumber,145,Green,Spring,Spain
cucumber_446,Cucumber,131,Green,Fall,Turkey
cucumber_447,Cucumber,120,Yellow,Spring,Spain
cucumber_448,Cucumber,140,Green,Fall,Brazil
cucumber_449,Cucumber,180,Green,Fall,Turkey
cucumber_450,Cucumber,177,Green,Spring,Spain
cucumber_451,Cucumber,143,Green,Fall,Spain
cucumber_452,Cucumber,167,Green,Summer,Brazil
cucumber_453,Cucumber,140,Green,Spring,Spain
cucumber_454,Cucumber,122,Yellow,Summer,Spain
cucumber_455,Cucumber,127,Green,Summer,Brazil
cucumber_456,Cucumber,164,Yellow,Fall,Turkey
cucumber_457,Cucumber,157,Green,Summer,Turkey
cucumber_458,Cucumber,120,Green,Spring,Spain
cucumber_459,Cucumber,163,Green,Summer,USA
cucumber_460,Cucumber,180,Green,Spring,Spain
cucumber_461,Cucumber,158,Green,Summer,USA
cucumber_462,Cucumber,174,Brown,Summer,Turkey
cucumber_463,Cucumber,141,Green,Spring,Spain
cucumber_464,Cucumber,161,Green,Summer,Turkey
cucumber_465,Cucumber,157,Green,Fall,USA
cucumber_466,Cucumber,136,Yellow,Fall,Turkey
cucumber_467,Cucumber,136,Green,Spring,Turkey
cucumber_468,Cucumber,133,Green,Winter,Spain
cucumber_469,Cucumber,146,Green,Fall,USA
cucumber_470,Cucumber,179,Green,Spring,Turkey
cucumber_471,Cucumber,144,Green,Winter,Spain
cucumber_472,Cucumber,125,Green,Winter,Turkey
cucumber_473,Cucumber,136,Green,Summer,Brazil
cucumber_474,Cucumber,163,Yellow,Fall,Turkey
cucumber_475,Cucumber,163,Green,Summer,Brazil
cucumber_476,Cucumber,154,Green,Summer,Turkey
cucumber_477,Cucumber,180,Green,Fall,USA
