sample_id,category,weight,color,season,origin
tomato_0033,tomato,336.39,yellow,autumn,tropical
tomato_0034,tomato,64.21,brown,autumn,imported
tomato_0035,tomato,73.39,orange,spring,local
tomato_0036,tomato,369.08,white,spring,imported
tomato_0037,tomato,371.34,red,summer,tropical
tomato_0038,tomato,202.75,brown,spring,imported
tomato_0039,tomato,86.05,white,summer,local
tomato_0040,tomato,296.42,white,spring,imported
tomato_0041,tomato,253.54,orange,winter,local
tomato_0042,tomato,286.88,green,spring,local
tomato_0043,tomato,86.73,green,summer,local
tomato_0044,tomato,161.2,white,autumn,imported
tomato_0045,tomato,442.3,red,summer,tropical
tomato_0046,tomato,489.14,green,spring,imported
tomato_0047,tomato,131.95,brown,spring,local
tomato_0048,tomato,346.42,orange,winter,tropical
tomato_0049,tomato,299.91,brown,spring,imported
tomato_0050,tomato,152.8,white,autumn,local
tomato_0051,tomato,488.66,yellow,summer,tropical
tomato_0052,tomato,139.79,green,spring,tropical
tomato_0053,tomato,564.42,red,summer,imported
tomato_0054,tomato,258.18,brown,spring,local
tomato_0055,tomato,377.23,orange,autumn,tropical
tomato_0056,tomato,241.47,red,winter,local
tomato_0057,tomato,216.97,green,summer,imported
tomato_0058,tomato,68.05,green,spring,local
tomato_0059,tomato,310.4,white,autumn,tropical
tomato_0060,tomato,376.37,brown,summer,tropical
tomato_0061,tomato,443.04,orange,autumn,imported
tomato_0062,tomato,239.77,green,winter,imported
tomato_0063,tomato,316.56,orange,winter,local
tomato_0064,tomato,144.8,green,winter,local
tomato_0065,tomato,334.2,red,summer,imported
tomato_0066,tomato,109.21,orange,autumn,imported
tomato_0067,tomato,459.06,orange,winter,tropical
tomato_0068,tomato,156.89,yellow,summer,imported
tomato_0069,tomato,131.44,red,spring,tropical
tomato_0070,tomato,271.53,red,spring,tropical
tomato_0071,tomato,441.84,yellow,winter,imported
tomato_0072,tomato,281.67,white,summer,imported
tomato_0073,tomato,316.83,red,autumn,local
tomato_0074,tomato,225.99,orange,winter,local
tomato_0075,tomato,166.16,red,summer,local
tomato_0076,tomato,196.34,orange,winter,imported
tomato_0077,tomato,108.89,green,winter,imported
tomato_0078,tomato,254.21,white,winter,imported
tomato_0079,tomato,83.07,orange,autumn,local
tomato_0080,tomato,283.9,brown,winter,tropical
tomato_0081,tomato,423.0,orange,autumn,local
tomato_0082,tomato,161.92,white,autumn,tropical
tomato_0083,tomato,368.05,orange,summer,tropical
tomato_0084,tomato,684.1,white,winter,tropical
tomato_0085,tomato,348.71,orange,winter,local
tomato_0086,tomato,429.88,white,autumn,tropical
tomato_0087,tomato,313.41,yellow,summer,local
tomato_0088,tomato,142.63,yellow,autumn,tropical
tomato_0089,tomato,171.39,green,spring,tropical
tomato_0090,tomato,289.03,white,summer,imported
tomato_0091,tomato,67.7,white,autumn,tropical
tomato_0092,tomato,253.49,brown,spring,local
tomato_0093,tomato,192.27,white,spring,imported
tomato_0094,tomato,68.71,red,summer,tropical
tomato_0095,tomato,493.98,yellow,winter,imported
tomato_0096,tomato,52.22,red,spring,imported
tomato_0097,tomato,337.6,green,autumn,tropical
tomato_0098,tomato,254.63,green,autumn,tropical
tomato_0099,tomato,269.98,brown,autumn,imported
tomato_0100,tomato,576.98,green,autumn,tropical
tomato_0101,tomato,367.11,orange,summer,imported
tomato_0102,tomato,353.04,green,spring,local
tomato_0103,tomato,92.26,brown,spring,local
tomato_0104,tomato,249.69,green,summer,local
tomato_0105,tomato,129.72,brown,spring,tropical
tomato_0106,tomato,427.15,red,winter,local
tomato_0107,tomato,357.46,brown,autumn,local
tomato_0108,tomato,328.03,green,spring,tropical
tomato_0109,tomato,732.74,red,spring,imported
tomato_0110,tomato,360.29,red,summer,local
tomato_0111,tomato,147.05,red,spring,local
tomato_0112,tomato,227.24,green,autumn,local
tomato_0113,tomato,97.97,yellow,autumn,imported
tomato_0114,tomato,744.29,orange,spring,imported
tomato_0115,tomato,233.11,orange,summer,local
tomato_0116,tomato,402.07,red,winter,imported
tomato_0117,tomato,382.3,white,autumn,imported
tomato_0118,tomato,231.86,brown,summer,imported
tomato_0119,tomato,350.42,yellow,winter,imported
tomato_0120,tomato,393.03,orange,autumn,local
tomato_0121,tomato,246.01,red,spring,tropical
tomato_0122,tomato,104.09,brown,summer,local
tomato_0123,tomato,52.59,yellow,spring,imported
tomato_0124,tomato,214.91,brown,autumn,local
tomato_0125,tomato,362.96,green,spring,tropical
tomato_0126,tomato,251.91,yellow,summer,local
tomato_0127,tomato,217.96,green,autumn,imported
tomato_0128,tomato,82.94,orange,spring,local
tomato_0129,tomato,350.7,orange,winter,imported
tomato_0130,tomato,258.57,orange,autumn,local
tomato_0131,tomato,438.5,red,autumn,tropical
tomato_0132,tomato,585.31,brown,spring,tropical
tomato_0133,tomato,221.09,orange,autumn,imported
tomato_0134,tomato,311.08,yellow,autumn,imported
tomato_0135,tomato,323.56,white,summer,imported
tomato_0136,tomato,415.84,orange,autumn,tropical
tomato_0137,tomato,548.94,white,summer,tropical
tomato_0138,tomato,53.4,red,autumn,tropical
tomato_0139,tomato,454.11,orange,winter,tropical
tomato_0140,tomato,467.17,yellow,spring,local
tomato_0141,tomato,470.5,orange,spring,local
tomato_0142,tomato,95.64,white,winter,local
tomato_0143,tomato,165.55,orange,summer,local
tomato_0144,tomato,188.28,yellow,spring,imported
tomato_0145,tomato,292.62,red,winter,imported
tomato_0146,tomato,324.65,white,winter,imported
tomato_0147,tomato,172.68,orange,spring,tropical
tomato_0148,tomato,104.85,white,summer,tropical
tomato_0149,tomato,356.5,green,winter,tropical
tomato_0150,tomato,286.32,brown,spring,tropical
tomato_0151,tomato,98.09,red,autumn,local
tomato_0152,tomato,165.45,red,autumn,tropical
tomato_0153,tomato,267.6,brown,autumn,tropical
tomato_0154,tomato,658.29,red,winter,local
tomato_0155,tomato,478.13,brown,autumn,local
tomato_0156,tomato,418.63,brown,autumn,tropical
tomato_0157,tomato,152.64,green,spring,imported
tomato_0158,tomato,324.94,red,autumn,tropical
tomato_0159,tomato,427.94,white,autumn,imported
tomato_0160,tomato,209.04,yellow,spring,imported
tomato_0161,tomato,401.24,brown,winter,imported
tomato_0162,tomato,420.18,yellow,autumn,tropical
tomato_0163,tomato,350.4,yellow,autumn,imported
tomato_0164,tomato,330.74,white,autumn,tropical
tomato_0165,tomato,313.97,red,winter,local
tomato_0166,tomato,381.59,orange,autumn,tropical
tomato_0167,tomato,147.53,white,autumn,local
tomato_0168,tomato,60.64,yellow,winter,local
tomato_0169,tomato,323.19,yellow,winter,tropical
tomato_0170,tomato,154.38,green,summer,local
tomato_0171,tomato,317.51,red,autumn,tropical
tomato_0172,tomato,494.5,red,summer,tropical
tomato_0173,tomato,362.82,green,summer,tropical
tomato_0174,tomato,242.69,green,spring,tropical
tomato_0175,tomato,361.6,red,spring,tropical
tomato_0176,tomato,107.78,green,autumn,imported
tomato_0177,tomato,375.95,brown,summer,local
tomato_0178,tomato,173.37,white,winter,tropical
tomato_0179,tomato,88.55,white,summer,local
tomato_0180,tomato,136.34,red,winter,local
tomato_0181,tomato,152.0,red,spring,local
tomato_0182,tomato,81.24,white,autumn,local
tomato_0183,tomato,80.43,yellow,autumn,tropical
tomato_0184,tomato,155.17,orange,summer,imported
tomato_0185,tomato,446.04,brown,spring,tropical
tomato_0186,tomato,289.83,orange,spring,local
tomato_0187,tomato,199.85,orange,spring,imported
tomato_0188,tomato,497.36,green,summer,imported
tomato_0189,tomato,301.0,green,spring,tropical
tomato_0190,tomato,259.34,brown,winter,local
tomato_0191,tomato,303.03,white,autumn,imported
tomato_0192,tomato,128.89,orange,winter,local
tomato_0193,tomato,140.42,orange,spring,imported
tomato_0194,tomato,93.5,orange,autumn,local
tomato_0195,tomato,390.27,red,summer,local
tomato_0196,tomato,349.21,green,spring,imported
tomato_0197,tomato,467.23,green,summer,imported
tomato_0198,tomato,229.69,red,winter,imported
tomato_0199,tomato,496.62,brown,autumn,imported
tomato_0200,tomato,292.98,orange,summer,imported
tomato_0201,tomato,284.43,white,autumn,tropical
tomato_0202,tomato,90.11,green,summer,tropical
tomato_0203,tomato,107.47,yellow,spring,imported
tomato_0204,tomato,401.91,green,spring,tropical
tomato_0205,tomato,66.27,orange,autumn,tropical
tomato_0206,tomato,168.4,yellow,autumn,imported
tomato_0207,tomato,89.44,orange,winter,local
tomato_0208,tomato,299.21,green,spring,local
tomato_0209,tomato,228.64,red,autumn,imported
tomato_0210,tomato,320.27,white,spring,tropical
tomato_0211,tomato,463.73,white,winter,local
tomato_0212,tomato,496.47,white,summer,tropical
tomato_0213,tomato,143.83,red,autumn,local
tomato_0214,tomato,102.36,orange,summer,local
tomato_0215,tomato,221.28,orange,winter,tropical
tomato_0216,tomato,440.63,orange,winter,local
tomato_0217,tomato,405.51,brown,spring,local
tomato_0218,tomato,86.41,white,winter,tropical
tomato_0219,tomato,128.09,orange,spring,local
tomato_0220,tomato,205.74,orange,spring,local
tomato_0221,tomato,338.44,red,winter,tropical
tomato_0222,tomato,109.64,red,spring,tropical
tomato_0223,tomato,465.24,yellow,spring,tropical
tomato_0224,tomato,322.81,brown,summer,imported
tomato_0225,tomato,128.68,brown,summer,tropical
tomato_0226,tomato,229.4,green,summer,local
tomato_0227,tomato,215.39,red,autumn,tropical
tomato_0228,tomato,61.62,yellow,summer,local
tomato_0229,tomato,483.4,red,summer,imported
tomato_0230,tomato,484.62,red,winter,local
tomato_0231,tomato,190.32,white,spring,imported
tomato_0232,tomato,247.78,red,spring,imported
tomato_0233,tomato,338.37,red,summer,tropical
tomato_0234,tomato,328.81,white,winter,tropical
tomato_0235,tomato,118.41,brown,summer,local
tomato_0236,tomato,401.34,orange,spring,tropical
tomato_0237,tomato,76.17,green,winter,local
tomato_0238,tomato,76.0,yellow,autumn,imported
tomato_0239,tomato,492.66,white,spring,tropical
tomato_0240,tomato,114.01,red,winter,local
tomato_0241,tomato,186.47,red,autumn,local
tomato_0242,tomato,361.47,brown,winter,tropical
tomato_0243,tomato,279.24,yellow,summer,tropical
tomato_0244,tomato,416.29,red,summer,local
tomato_0245,tomato,187.81,green,summer,local
tomato_0246,tomato,287.17,orange,summer,imported
tomato_0247,tomato,108.82,orange,summer,local
tomato_0248,tomato,252.4,white,summer,imported
tomato_0249,tomato,215.49,red,winter,tropical
tomato_0250,tomato,422.39,green,summer,local
tomato_0251,tomato,604.04,orange,autumn,local
tomato_0252,tomato,564.95,white,autumn,tropical
tomato_0253,tomato,392.13,orange,autumn,local
tomato_0254,tomato,290.89,brown,winter,tropical
tomato_0255,tomato,55.45,orange,winter,imported
tomato_0256,tomato,489.14,brown,autumn,local
tomato_0257,tomato,481.81,orange,winter,tropical
tomato_0258,tomato,99.38,white,spring,tropical
tomato_0259,tomato,254.47,red,summer,imported
tomato_0260,tomato,94.14,white,spring,tropical
tomato_0261,tomato,117.52,brown,spring,imported
tomato_0262,tomato,381.81,green,autumn,imported
tomato_0263,tomato,219.15,green,spring,local
tomato_0264,tomato,256.75,green,autumn,tropical
tomato_0265,tomato,451.44,green,spring,local
tomato_0266,tomato,404.11,orange,spring,imported
tomato_0267,tomato,359.66,orange,winter,imported
tomato_0268,tomato,164.6,green,autumn,local
tomato_0269,tomato,67.29,brown,summer,imported
tomato_0270,tomato,257.66,brown,summer,tropical
tomato_0271,tomato,346.71,white,winter,local
tomato_0272,tomato,336.5,brown,spring,tropical
tomato_0273,tomato,79.99,orange,summer,local
tomato_0274,tomato,117.58,green,winter,imported
tomato_0275,tomato,280.5,green,autumn,imported
tomato_0276,tomato,68.75,yellow,winter,local
tomato_0277,tomato,372.35,white,summer,tropical
tomato_0278,tomato,739.13,red,winter,tropical
tomato_0279,tomato,381.88,orange,winter,imported
tomato_0280,tomato,183.44,green,autumn,imported
tomato_0281,tomato,398.59,red,spring,tropical
tomato_0282,tomato,133.34,white,autumn,imported
tomato_0283,tomato,94.28,brown,autumn,tropical
tomato_0284,tomato,393.97,red,spring,local
tomato_0285,tomato,59.43,white,spring,imported
tomato_0286,tomato,485.54,green,autumn,imported
tomato_0287,tomato,396.15,red,summer,tropical
tomato_0288,tomato,221.87,green,winter,local
tomato_0289,tomato,104.62,brown,spring,imported
tomato_0290,tomato,398.59,green,winter,imported
tomato_0291,tomato,742.12,green,spring,tropical
tomato_0292,tomato,409.42,green,spring,tropical
tomato_0293,tomato,490.99,white,autumn,imported
tomato_0294,tomato,312.09,red,spring,imported
tomato_0295,tomato,415.3,green,autumn,local
tomato_0296,tomato,107.64,green,spring,local
tomato_0297,tomato,467.64,orange,summer,tropical
tomato_0298,tomato,217.48,yellow,summer,tropical
tomato_0299,tomato,247.73,yellow,summer,imported
tomato_0300,tomato,474.38,green,winter,local
tomato_0301,tomato,104.68,white,winter,local
tomato_0302,tomato,449.12,green,spring,imported
tomato_0303,tomato,178.66,yellow,spring,tropical
tomato_0304,tomato,437.62,red,summer,local
tomato_0305,tomato,463.52,orange,spring,local
tomato_0306,tomato,389.77,yellow,autumn,tropical
tomato_0307,tomato,428.9,brown,summer,tropical
tomato_0308,tomato,399.4,white,spring,local
tomato_0309,tomato,129.84,yellow,summer,tropical
tomato_0310,tomato,493.1,green,winter,local
tomato_0311,tomato,69.43,orange,autumn,imported
tomato_0312,tomato,109.28,brown,spring,local
tomato_0313,tomato,418.0,brown,spring,imported
tomato_0314,tomato,277.63,orange,winter,tropical
tomato_0315,tomato,379.76,green,autumn,tropical
tomato_0316,tomato,315.66,yellow,summer,local
tomato_0317,tomato,183.9,red,spring,imported
tomato_0318,tomato,360.0,orange,spring,local
tomato_0319,tomato,336.33,white,summer,tropical
tomato_0320,tomato,122.03,green,summer,imported
tomato_0321,tomato,54.2,red,autumn,tropical
tomato_0322,tomato,376.91,yellow,summer,local
tomato_0323,tomato,94.63,green,spring,imported
tomato_0324,tomato,410.03,yellow,summer,tropical
tomato_0325,tomato,299.79,brown,summer,local
tomato_0326,tomato,327.19,brown,summer,local
tomato_0327,tomato,209.92,orange,winter,tropical
tomato_0328,tomato,690.25,red,summer,imported
tomato_0329,tomato,65.89,green,winter,tropical
tomato_0330,tomato,141.12,red,autumn,imported
tomato_0331,tomato,215.57,white,winter,tropical
tomato_0332,tomato,117.0,white,summer,tropical
tomato_0333,tomato,444.49,white,autumn,local
tomato_0334,tomato,215.74,yellow,spring,local
tomato_0335,tomato,374.93,yellow,autumn,tropical
tomato_0336,tomato,316.87,orange,spring,imported
tomato_0337,tomato,235.68,yellow,autumn,imported
tomato_0338,tomato,51.45,red,winter,imported
tomato_0339,tomato,209.97,orange,spring,imported
tomato_0340,tomato,91.85,green,spring,local
tomato_0341,tomato,266.44,orange,autumn,local
tomato_0342,tomato,79.18,white,summer,local
tomato_0343,tomato,302.67,brown,winter,imported
tomato_0344,tomato,321.57,white,winter,tropical
tomato_0345,tomato,412.25,red,autumn,imported
tomato_0346,tomato,421.27,yellow,summer,local
tomato_0347,tomato,84.68,brown,spring,imported
tomato_0348,tomato,200.41,brown,summer,local
tomato_0349,tomato,368.46,yellow,winter,imported
tomato_0350,tomato,282.77,red,spring,local
tomato_0351,tomato,116.35,yellow,summer,imported
tomato_0352,tomato,245.31,orange,summer,tropical
tomato_0353,tomato,149.28,orange,autumn,imported
tomato_0354,tomato,381.05,yellow,autumn,imported
tomato_0355,tomato,469.9,red,summer,tropical
tomato_0356,tomato,239.56,orange,winter,tropical
tomato_0357,tomato,403.54,orange,winter,tropical
tomato_0358,tomato,234.46,red,winter,local
tomato_0359,tomato,222.72,brown,autumn,imported
tomato_0360,tomato,314.5,red,winter,local
tomato_0361,tomato,213.01,green,spring,imported
tomato_0362,tomato,707.92,red,autumn,imported
tomato_0363,tomato,172.88,yellow,autumn,imported
tomato_0364,tomato,184.43,green,spring,tropical
tomato_0365,tomato,166.68,orange,winter,imported
tomato_0366,tomato,442.73,yellow,winter,imported
tomato_0367,tomato,133.75,yellow,spring,imported
tomato_0368,tomato,256.18,orange,spring,imported
tomato_0369,tomato,110.07,red,autumn,imported
tomato_0370,tomato,377.57,white,winter,imported
tomato_0371,tomato,246.58,brown,winter,imported
tomato_0372,tomato,394.48,brown,winter,imported
tomato_0373,tomato,324.6,brown,autumn,tropical
tomato_0374,tomato,388.12,white,spring,tropical
tomato_0375,tomato,480.48,green,autumn,imported
tomato_0376,tomato,75.67,brown,spring,imported
tomato_0377,tomato,167.77,yellow,winter,tropical
tomato_0378,tomato,457.81,orange,winter,tropical
tomato_0379,tomato,172.38,orange,summer,tropical
tomato_0380,tomato,252.38,red,winter,imported
tomato_0381,tomato,79.41,brown,summer,imported
tomato_0382,tomato,65.13,white,spring,local
tomato_0383,tomato,457.9,white,autumn,local
tomato_0384,tomato,289.59,brown,winter,tropical
tomato_0385,tomato,206.3,red,spring,local
tomato_0386,tomato,59.82,red,spring,tropical
tomato_0387,tomato,483.53,red,spring,tropical
tomato_0388,tomato,471.57,yellow,autumn,tropical
tomato_0389,tomato,238.46,orange,summer,local
tomato_0390,tomato,378.87,green,autumn,local
tomato_0391,tomato,165.44,white,summer,tropical
tomato_0392,tomato,139.14,white,spring,imported
tomato_0393,tomato,258.77,red,summer,local
tomato_0394,tomato,323.84,yellow,autumn,local
tomato_0395,tomato,101.34,orange,winter,imported
tomato_0396,tomato,151.39,brown,spring,imported
tomato_0397,tomato,432.78,white,winter,imported
tomato_0398,tomato,285.53,yellow,spring,local
tomato_0399,tomato,437.06,brown,spring,local
tomato_0400,tomato,80.45,yellow,winter,imported
tomato_0401,tomato,294.59,brown,autumn,imported
tomato_0402,tomato,256.24,green,spring,imported
tomato_0403,tomato,124.6,red,summer,imported
tomato_0404,tomato,432.49,white,spring,imported
tomato_0405,tomato,258.03,yellow,autumn,local
tomato_0406,tomato,342.94,white,summer,local
tomato_0407,tomato,78.02,brown,summer,tropical
tomato_0408,tomato,412.88,green,winter,tropical
tomato_0409,tomato,73.38,green,winter,imported
tomato_0410,tomato,140.61,orange,spring,imported
tomato_0411,tomato,124.12,green,spring,tropical
tomato_0412,tomato,390.54,green,winter,tropical
tomato_0413,tomato,142.2,white,spring,imported
tomato_0414,tomato,445.81,yellow,winter,imported
tomato_0415,tomato,157.46,orange,spring,imported
tomato_0416,tomato,493.25,yellow,winter,local
tomato_0417,tomato,62.23,brown,summer,tropical
tomato_0418,tomato,258.77,yellow,winter,imported
tomato_0419,tomato,292.42,brown,winter,imported
tomato_0420,tomato,97.46,yellow,autumn,tropical
tomato_0421,tomato,419.95,red,autumn,tropical
tomato_0422,tomato,399.03,red,spring,tropical
tomato_0423,tomato,141.69,yellow,autumn,imported
tomato_0424,tomato,179.21,red,winter,tropical
tomato_0425,tomato,309.92,white,autumn,tropical
tomato_0426,tomato,409.06,orange,summer,tropical
tomato_0427,tomato,461.79,green,autumn,local
tomato_0428,tomato,121.08,green,autumn,local
tomato_0429,tomato,406.97,green,autumn,tropical
tomato_0430,tomato,435.73,green,spring,imported
tomato_0431,tomato,174.61,orange,winter,tropical
tomato_0432,tomato,113.32,red,spring,local
tomato_0433,tomato,132.9,red,winter,tropical
tomato_0434,tomato,344.43,green,spring,imported
tomato_0435,tomato,248.15,green,winter,imported
tomato_0436,tomato,87.56,red,summer,imported
tomato_0437,tomato,411.62,yellow,spring,local
tomato_0438,tomato,485.21,green,spring,tropical
tomato_0439,tomato,492.85,orange,spring,imported
tomato_0440,tomato,335.6,white,spring,imported
tomato_0441,tomato,446.87,white,spring,imported
tomato_0442,tomato,639.94,green,summer,tropical
tomato_0443,tomato,287.33,yellow,winter,imported
tomato_0444,tomato,450.62,yellow,autumn,local
tomato_0445,tomato,379.17,orange,autumn,local
tomato_0446,tomato,436.18,red,spring,tropical
tomato_0447,tomato,293.36,orange,summer,tropical
tomato_0448,tomato,191.46,yellow,autumn,tropical
tomato_0449,tomato,419.74,brown,summer,tropical
tomato_0450,tomato,211.01,red,winter,imported
tomato_0451,tomato,422.71,yellow,winter,imported
tomato_0452,tomato,128.19,yellow,spring,imported
tomato_0453,tomato,421.69,brown,summer,imported
tomato_0454,tomato,157.94,yellow,winter,local
tomato_0455,tomato,206.57,white,autumn,tropical
tomato_0456,tomato,386.97,orange,spring,local
tomato_0457,tomato,329.42,orange,winter,local
tomato_0458,tomato,428.65,green,summer,tropical
tomato_0459,tomato,490.6,brown,autumn,tropical
tomato_0460,tomato,106.82,orange,winter,imported
tomato_0461,tomato,196.3,white,autumn,imported
tomato_0462,tomato,81.34,orange,autumn,tropical
tomato_0463,tomato,435.08,white,summer,local
tomato_0464,tomato,426.67,red,summer,imported
tomato_0465,tomato,339.3,white,winter,tropical
tomato_0466,tomato,280.69,green,winter,local
tomato_0467,tomato,575.99,white,autumn,local
tomato_0468,tomato,343.92,white,spring,imported
tomato_0469,tomato,442.04,green,autumn,tropical
tomato_0470,tomato,404.8,red,spring,imported
tomato_0471,tomato,167.13,yellow,summer,imported
tomato_0472,tomato,351.83,orange,autumn,tropical
tomato_0473,tomato,99.95,brown,spring,imported
tomato_0474,tomato,257.16,brown,summer,tropical
tomato_0475,tomato,295.99,yellow,spring,tropical
tomato_0476,tomato,489.56,white,autumn,local
tomato_0477,tomato,684.98,orange,spring,local
tomato_0478,tomato,463.13,red,winter,imported
tomato_0479,tomato,436.25,brown,autumn,imported
tomato_0480,tomato,459.85,brown,winter,tropical
tomato_0481,tomato,740.7,red,autumn,tropical
tomato_0482,tomato,377.0,yellow,summer,local
tomato_0483,tomato,423.23,white,spring,local
tomato_0484,tomato,442.74,yellow,winter,imported
tomato_0485,tomato,366.66,red,summer,imported
tomato_0486,tomato,93.44,green,winter,tropical
tomato_0487,tomato,55.58,brown,winter,imported
tomato_0488,tomato,185.57,yellow,autumn,imported
tomato_0489,tomato,183.76,yellow,autumn,tropical
tomato_0490,tomato,725.72,white,winter,local
tomato_0491,tomato,433.52,red,autumn,tropical
tomato_0492,tomato,316.95,white,winter,imported
tomato_0493,tomato,133.4,white,summer,tropical
tomato_0494,tomato,157.78,yellow,summer,local
tomato_0495,tomato,65.6,red,summer,local
tomato_0496,tomato,497.95,orange,winter,tropical
tomato_0497,tomato,284.65,white,spring,local
tomato_0498,tomato,424.12,yellow,autumn,local
tomato_0499,tomato,101.72,red,winter,imported
tomato_0500,tomato,459.33,yellow,winter,imported
tomato_0501,tomato,423.18,yellow,summer,local
tomato_0502,tomato,307.3,brown,autumn,imported
tomato_0503,tomato,243.69,green,spring,local
tomato_0504,tomato,245.57,white,winter,local
tomato_0505,tomato,320.87,orange,summer,tropical
tomato_0506,tomato,249.52,white,winter,imported
tomato_0507,tomato,334.09,brown,winter,tropical
tomato_0508,tomato,366.19,white,winter,imported
tomato_0509,tomato,280.56,orange,spring,local
tomato_0510,tomato,223.03,yellow,summer,local
tomato_0511,tomato,343.5,yellow,spring,imported
tomato_0512,tomato,320.29,red,autumn,local
tomato_0513,tomato,277.82,green,autumn,tropical
tomato_0514,tomato,81.92,yellow,winter,tropical
tomato_0515,tomato,212.83,orange,autumn,tropical
tomato_0516,tomato,70.54,yellow,autumn,local
tomato_0517,tomato,174.57,orange,winter,tropical
tomato_0518,tomato,199.11,red,autumn,tropical
tomato_0519,tomato,138.24,yellow,winter,imported
tomato_0520,tomato,176.31,red,summer,local
tomato_0521,tomato,501.92,red,summer,tropical
tomato_0522,tomato,527.01,yellow,autumn,imported
tomato_0523,tomato,202.49,green,spring,tropical
tomato_0524,tomato,307.42,red,autumn,tropical
tomato_0525,tomato,182.07,white,winter,imported
tomato_0526,tomato,228.66,yellow,summer,tropical
tomato_0527,tomato,327.68,yellow,summer,imported
tomato_0528,tomato,205.35,green,summer,local
tomato_0529,tomato,443.4,red,autumn,tropical
tomato_0530,tomato,366.02,white,spring,imported
tomato_0531,tomato,109.17,white,spring,local
tomato_0532,tomato,227.56,white,winter,imported
tomato_0533,tomato,234.96,yellow,autumn,local
tomato_0534,tomato,371.31,orange,winter,local
tomato_0535,tomato,189.22,orange,autumn,imported
tomato_0536,tomato,479.78,orange,summer,imported
tomato_0537,tomato,50.7,white,spring,tropical
tomato_0538,tomato,73.01,green,summer,local
tomato_0539,tomato,76.79,yellow,spring,local
tomato_0540,tomato,358.97,red,summer,imported
tomato_0541,tomato,222.73,white,winter,local
tomato_0542,tomato,216.07,yellow,winter,tropical
tomato_0543,tomato,238.53,yellow,winter,imported
tomato_0544,tomato,81.95,brown,autumn,local
tomato_0545,tomato,209.65,brown,winter,tropical
tomato_0546,tomato,350.86,brown,summer,local
tomato_0547,tomato,212.86,brown,spring,imported
tomato_0548,tomato,54.56,orange,summer,imported
tomato_0549,tomato,460.98,white,summer,imported
tomato_0550,tomato,443.16,red,autumn,local
tomato_0551,tomato,104.25,red,winter,imported
tomato_0552,tomato,79.9,green,autumn,local
tomato_0553,tomato,605.51,orange,summer,local
tomato_0554,tomato,182.77,white,summer,local
tomato_0555,tomato,530.75,yellow,winter,local
tomato_0556,tomato,301.39,red,autumn,imported
tomato_0557,tomato,378.13,green,winter,local
tomato_0558,tomato,430.52,orange,spring,local
tomato_0559,tomato,243.47,brown,winter,imported
tomato_0560,tomato,173.92,white,autumn,imported
tomato_0561,tomato,405.04,yellow,autumn,local
tomato_0562,tomato,409.27,orange,summer,local
tomato_0563,tomato,435.9,green,summer,imported
tomato_0564,tomato,243.94,yellow,spring,imported
tomato_0565,tomato,311.99,brown,autumn,local
tomato_0566,tomato,320.48,orange,spring,local
tomato_0567,tomato,359.78,brown,winter,imported
tomato_0568,tomato,125.09,orange,autumn,tropical
tomato_0569,tomato,114.17,orange,winter,imported
tomato_0570,tomato,205.64,brown,spring,local
tomato_0571,tomato,61.45,white,winter,local
tomato_0572,tomato,336.61,yellow,spring,local
tomato_0573,tomato,82.27,green,autumn,tropical
tomato_0574,tomato,190.05,white,summer,imported
tomato_0575,tomato,322.6,yellow,spring,tropical
tomato_0576,tomato,148.05,white,autumn,local
tomato_0577,tomato,254.3,green,winter,imported
tomato_0578,tomato,113.25,red,summer,local
tomato_0579,tomato,62.39,white,autumn,local
tomato_0580,tomato,483.81,yellow,winter,tropical
tomato_0581,tomato,597.0,red,autumn,imported
tomato_0582,tomato,689.05,white,summer,tropical
tomato_0583,tomato,256.34,yellow,winter,tropical
tomato_0584,tomato,455.04,red,summer,tropical
tomato_0585,tomato,480.16,orange,summer,imported
tomato_0586,tomato,449.78,white,winter,local
tomato_0587,tomato,422.02,brown,autumn,imported
tomato_0588,tomato,179.78,red,autumn,imported
tomato_0589,tomato,225.27,red,autumn,local
tomato_0590,tomato,203.17,yellow,winter,local
tomato_0591,tomato,119.37,orange,summer,local
tomato_0592,tomato,293.77,yellow,winter,imported
tomato_0593,tomato,425.14,red,autumn,imported
tomato_0594,tomato,186.05,yellow,autumn,local
tomato_0595,tomato,137.58,red,autumn,imported
tomato_0596,tomato,204.1,brown,summer,local
tomato_0597,tomato,484.89,green,autumn,tropical
tomato_0598,tomato,206.27,white,summer,local
tomato_0599,tomato,112.64,brown,winter,local
cucumber_0000,cucumber,331.81,white,winter,imported
cucumber_0001,cucumber,230.8,red,summer,tropical
cucumber_0002,cucumber,446.14,brown,autumn,local
cucumber_0003,cucumber,306.22,yellow,spring,imported
cucumber_0004,cucumber,140.59,orange,winter,local
cucumber_0005,cucumber,67.76,red,summer,local
cucumber_0006,cucumber,294.36,yellow,summer,local
cucumber_0007,cucumber,483.81,green,winter,local
cucumber_0008,cucumber,374.96,red,autumn,tropical
cucumber_0009,cucumber,441.49,white,summer,tropical
cucumber_0010,cucumber,405.73,orange,autumn,local
cucumber_0011,cucumber,407.39,yellow,summer,local
cucumber_0012,cucumber,444.69,white,spring,local
cucumber_0013,cucumber,116.96,yellow,autumn,local
cucumber_0014,cucumber,491.44,yellow,spring,local
cucumber_0015,cucumber,438.6,green,spring,tropical
