ID,label,outlier_score
tomato_360,Tomato,0.0
tomato_361,Tomato,0.0
tomato_362,Tomato,0.0
tomato_363,Tomato,0.0
tomato_364,Tomato,0.0
tomato_345,Tomato,0.0
tomato_343,Tomato,0.0
tomato_411,Tomato,0.0
tomato_341,Tomato,0.0
tomato_322,Tomato,0.0
tomato_323,Tomato,0.0
tomato_324,Tomato,0.0
tomato_325,Tomato,0.0
tomato_326,Tomato,0.0
tomato_327,Tomato,0.0
tomato_328,Tomato,0.0
tomato_329,Tomato,0.0
tomato_330,Tomato,0.0
tomato_331,Tomato,0.0
tomato_332,Tomato,0.0
tomato_333,Tomato,0.0
tomato_334,Tomato,0.0
tomato_335,Tomato,0.0
tomato_336,Tomato,0.0
tomato_337,Tomato,0.0
tomato_338,Tomato,0.0
tomato_339,Tomato,0.0
tomato_340,Tomato,0.0
tomato_365,Tomato,0.0
tomato_366,Tomato,0.0
tomato_367,Tomato,0.0
tomato_368,Tomato,0.0
tomato_391,Tomato,0.0
tomato_392,Tomato,0.0
tomato_393,Tomato,0.0
tomato_394,Tomato,0.0
tomato_395,Tomato,0.0
tomato_396,Tomato,0.0
tomato_397,Tomato,0.0
tomato_398,Tomato,0.0
tomato_399,Tomato,0.0
tomato_400,Tomato,0.0
tomato_401,Tomato,0.0
tomato_402,Tomato,0.0
tomato_403,Tomato,0.0
tomato_404,Tomato,0.0
tomato_405,Tomato,0.0
tomato_406,Tomato,0.0
tomato_407,Tomato,0.0
tomato_408,Tomato,0.0
tomato_409,Tomato,0.0
tomato_390,Tomato,0.0
tomato_389,Tomato,0.0
tomato_388,Tomato,0.0
tomato_377,Tomato,0.0
tomato_369,Tomato,0.0
tomato_370,Tomato,0.0
tomato_371,Tomato,0.0
tomato_372,Tomato,0.0
tomato_373,Tomato,0.0
tomato_374,Tomato,0.0
tomato_375,Tomato,0.0
tomato_376,Tomato,0.0
tomato_378,Tomato,0.0
tomato_387,Tomato,0.0
tomato_379,Tomato,0.0
tomato_380,Tomato,0.0
tomato_381,Tomato,0.0
tomato_382,Tomato,0.0
tomato_383,Tomato,0.0
tomato_384,Tomato,0.0
tomato_385,Tomato,0.0
tomato_386,Tomato,0.0
tomato_321,Tomato,0.0
tomato_320,Tomato,0.0
tomato_319,Tomato,0.0
tomato_272,Tomato,0.0
tomato_251,Tomato,0.0
tomato_252,Tomato,0.0
tomato_253,Tomato,0.0
tomato_254,Tomato,0.0
tomato_255,Tomato,0.0
tomato_256,Tomato,0.0
tomato_257,Tomato,0.0
tomato_258,Tomato,0.0
tomato_259,Tomato,0.0
tomato_260,Tomato,0.0
tomato_262,Tomato,0.0
tomato_263,Tomato,0.0
tomato_264,Tomato,0.0
tomato_265,Tomato,0.0
tomato_266,Tomato,0.0
tomato_267,Tomato,0.0
tomato_268,Tomato,0.0
tomato_269,Tomato,0.0
tomato_270,Tomato,0.0
tomato_250,Tomato,0.0
tomato_249,Tomato,0.0
tomato_248,Tomato,0.0
tomato_237,Tomato,0.0
tomato_228,Tomato,0.0
tomato_229,Tomato,0.0
tomato_231,Tomato,0.0
tomato_232,Tomato,0.0
tomato_233,Tomato,0.0
tomato_234,Tomato,0.0
tomato_235,Tomato,0.0
tomato_236,Tomato,0.0
tomato_238,Tomato,0.0
tomato_247,Tomato,0.0
tomato_239,Tomato,0.0
tomato_240,Tomato,0.0
tomato_241,Tomato,0.0
tomato_242,Tomato,0.0
tomato_243,Tomato,0.0
tomato_244,Tomato,0.0
tomato_245,Tomato,0.0
tomato_246,Tomato,0.0
tomato_271,Tomato,0.0
tomato_273,Tomato,0.0
tomato_318,Tomato,0.0
tomato_274,Tomato,0.0
tomato_299,Tomato,0.0
tomato_300,Tomato,0.0
tomato_301,Tomato,0.0
tomato_302,Tomato,0.0
tomato_303,Tomato,0.0
tomato_304,Tomato,0.0
tomato_305,Tomato,0.0
tomato_306,Tomato,0.0
tomato_307,Tomato,0.0
tomato_308,Tomato,0.0
tomato_309,Tomato,0.0
tomato_310,Tomato,0.0
tomato_311,Tomato,0.0
tomato_312,Tomato,0.0
tomato_313,Tomato,0.0
tomato_314,Tomato,0.0
tomato_315,Tomato,0.0
tomato_316,Tomato,0.0
tomato_317,Tomato,0.0
tomato_298,Tomato,0.0
tomato_297,Tomato,0.0
tomato_296,Tomato,0.0
tomato_283,Tomato,0.0
tomato_275,Tomato,0.0
tomato_276,Tomato,0.0
tomato_277,Tomato,0.0
tomato_278,Tomato,0.0
tomato_279,Tomato,0.0
tomato_280,Tomato,0.0
tomato_281,Tomato,0.0
tomato_282,Tomato,0.0
tomato_284,Tomato,0.0
tomato_294,Tomato,0.0
tomato_285,Tomato,0.0
tomato_286,Tomato,0.0
tomato_287,Tomato,0.0
tomato_288,Tomato,0.0
tomato_289,Tomato,0.0
tomato_291,Tomato,0.0
tomato_292,Tomato,0.0
tomato_293,Tomato,0.0
tomato_410,Tomato,0.0
tomato_412,Tomato,0.0
tomato_226,Tomato,0.0
tomato_529,Tomato,0.0
tomato_531,Tomato,0.0
tomato_532,Tomato,0.0
tomato_533,Tomato,0.0
tomato_534,Tomato,0.0
tomato_535,Tomato,0.0
tomato_536,Tomato,0.0
tomato_537,Tomato,0.0
tomato_538,Tomato,0.0
tomato_539,Tomato,0.0
tomato_540,Tomato,0.0
tomato_541,Tomato,0.0
tomato_542,Tomato,0.0
tomato_543,Tomato,0.0
tomato_546,Tomato,0.0
tomato_547,Tomato,0.0
tomato_548,Tomato,0.0
tomato_550,Tomato,0.0
tomato_551,Tomato,0.0
tomato_552,Tomato,0.0
tomato_530,Tomato,0.0
tomato_528,Tomato,0.0
tomato_413,Tomato,0.0
tomato_527,Tomato,0.0
tomato_508,Tomato,0.0
tomato_509,Tomato,0.0
tomato_510,Tomato,0.0
tomato_511,Tomato,0.0
tomato_512,Tomato,0.0
tomato_513,Tomato,0.0
tomato_514,Tomato,0.0
tomato_515,Tomato,0.0
tomato_516,Tomato,0.0
tomato_517,Tomato,0.0
tomato_518,Tomato,0.0
tomato_519,Tomato,0.0
tomato_520,Tomato,0.0
tomato_521,Tomato,0.0
tomato_522,Tomato,0.0
tomato_523,Tomato,0.0
tomato_524,Tomato,0.0
tomato_525,Tomato,0.0
tomato_526,Tomato,0.0
tomato_553,Tomato,0.0
tomato_554,Tomato,0.0
tomato_555,Tomato,0.0
tomato_556,Tomato,0.0
tomato_579,Tomato,0.0
tomato_580,Tomato,0.0
tomato_581,Tomato,0.0
tomato_582,Tomato,0.0
tomato_583,Tomato,0.0
tomato_584,Tomato,0.0
tomato_585,Tomato,0.0
tomato_586,Tomato,0.0
tomato_587,Tomato,0.0
tomato_588,Tomato,0.0
tomato_589,Tomato,0.0
tomato_590,Tomato,0.0
tomato_592,Tomato,0.0
tomato_593,Tomato,0.0
tomato_594,Tomato,0.0
tomato_595,Tomato,0.0
tomato_596,Tomato,0.0
tomato_597,Tomato,0.0
tomato_598,Tomato,0.0
tomato_578,Tomato,0.0
tomato_577,Tomato,0.0
tomato_576,Tomato,0.0
tomato_565,Tomato,0.0
tomato_557,Tomato,0.0
tomato_558,Tomato,0.0
tomato_559,Tomato,0.0
tomato_560,Tomato,0.0
tomato_561,Tomato,0.0
tomato_562,Tomato,0.0
tomato_563,Tomato,0.0
tomato_564,Tomato,0.0
tomato_566,Tomato,0.0
tomato_575,Tomato,0.0
tomato_567,Tomato,0.0
tomato_568,Tomato,0.0
tomato_569,Tomato,0.0
tomato_570,Tomato,0.0
tomato_571,Tomato,0.0
tomato_572,Tomato,0.0
tomato_573,Tomato,0.0
tomato_574,Tomato,0.0
tomato_507,Tomato,0.0
tomato_506,Tomato,0.0
tomato_505,Tomato,0.0
tomato_459,Tomato,0.0
tomato_437,Tomato,0.0
tomato_438,Tomato,0.0
tomato_439,Tomato,0.0
tomato_440,Tomato,0.0
tomato_441,Tomato,0.0
tomato_442,Tomato,0.0
tomato_443,Tomato,0.0
tomato_444,Tomato,0.0
tomato_445,Tomato,0.0
tomato_446,Tomato,0.0
tomato_447,Tomato,0.0
tomato_448,Tomato,0.0
tomato_449,Tomato,0.0
tomato_450,Tomato,0.0
tomato_451,Tomato,0.0
tomato_452,Tomato,0.0
tomato_453,Tomato,0.0
tomato_455,Tomato,0.0
tomato_456,Tomato,0.0
tomato_436,Tomato,0.0
tomato_435,Tomato,0.0
tomato_434,Tomato,0.0
tomato_422,Tomato,0.0
tomato_414,Tomato,0.0
tomato_415,Tomato,0.0
tomato_416,Tomato,0.0
tomato_417,Tomato,0.0
tomato_418,Tomato,0.0
tomato_419,Tomato,0.0
tomato_420,Tomato,0.0
tomato_421,Tomato,0.0
tomato_423,Tomato,0.0
tomato_433,Tomato,0.0
tomato_424,Tomato,0.0
tomato_425,Tomato,0.0
tomato_426,Tomato,0.0
tomato_427,Tomato,0.0
tomato_428,Tomato,0.0
tomato_429,Tomato,0.0
tomato_430,Tomato,0.0
tomato_431,Tomato,0.0
tomato_457,Tomato,0.0
tomato_460,Tomato,0.0
tomato_504,Tomato,0.0
tomato_461,Tomato,0.0
tomato_484,Tomato,0.0
tomato_485,Tomato,0.0
tomato_486,Tomato,0.0
tomato_487,Tomato,0.0
tomato_488,Tomato,0.0
tomato_489,Tomato,0.0
tomato_490,Tomato,0.0
tomato_491,Tomato,0.0
tomato_492,Tomato,0.0
tomato_493,Tomato,0.0
tomato_494,Tomato,0.0
tomato_495,Tomato,0.0
tomato_496,Tomato,0.0
tomato_497,Tomato,0.0
tomato_498,Tomato,0.0
tomato_499,Tomato,0.0
tomato_500,Tomato,0.0
tomato_502,Tomato,0.0
tomato_503,Tomato,0.0
tomato_483,Tomato,0.0
tomato_482,Tomato,0.0
tomato_481,Tomato,0.0
tomato_470,Tomato,0.0
tomato_462,Tomato,0.0
tomato_463,Tomato,0.0
tomato_464,Tomato,0.0
tomato_465,Tomato,0.0
tomato_466,Tomato,0.0
tomato_467,Tomato,0.0
tomato_468,Tomato,0.0
tomato_469,Tomato,0.0
tomato_471,Tomato,0.0
tomato_480,Tomato,0.0
tomato_472,Tomato,0.0
tomato_473,Tomato,0.0
tomato_474,Tomato,0.0
tomato_475,Tomato,0.0
tomato_476,Tomato,0.0
tomato_477,Tomato,0.0
tomato_478,Tomato,0.0
tomato_479,Tomato,0.0
tomato_227,Tomato,0.0
tomato_225,Tomato,0.0
potato_444,Potato,0.0
potato_557,Potato,0.0
potato_559,Potato,0.0
potato_560,Potato,0.0
potato_561,Potato,0.0
potato_562,Potato,0.0
potato_563,Potato,0.0
potato_564,Potato,0.0
potato_565,Potato,0.0
potato_566,Potato,0.0
potato_567,Potato,0.0
potato_568,Potato,0.0
potato_569,Potato,0.0
potato_570,Potato,0.0
potato_571,Potato,0.0
potato_572,Potato,0.0
potato_573,Potato,0.0
potato_574,Potato,0.0
potato_575,Potato,0.0
potato_576,Potato,0.0
potato_577,Potato,0.0
potato_558,Potato,0.0
potato_556,Potato,0.0
tomato_030,Tomato,0.0
potato_555,Potato,0.0
potato_536,Potato,0.0
potato_537,Potato,0.0
potato_538,Potato,0.0
potato_539,Potato,0.0
potato_540,Potato,0.0
potato_541,Potato,0.0
potato_542,Potato,0.0
potato_543,Potato,0.0
potato_544,Potato,0.0
potato_545,Potato,0.0
potato_546,Potato,0.0
potato_547,Potato,0.0
potato_548,Potato,0.0
potato_549,Potato,0.0
potato_550,Potato,0.0
potato_551,Potato,0.0
potato_552,Potato,0.0
potato_553,Potato,0.0
potato_554,Potato,0.0
potato_578,Potato,0.0
potato_579,Potato,0.0
potato_580,Potato,0.0
potato_581,Potato,0.0
tomato_004,Tomato,0.0
tomato_005,Tomato,0.0
tomato_006,Tomato,0.0
tomato_007,Tomato,0.0
tomato_009,Tomato,0.0
tomato_011,Tomato,0.0
tomato_012,Tomato,0.0
tomato_014,Tomato,0.0
tomato_015,Tomato,0.0
tomato_016,Tomato,0.0
tomato_017,Tomato,0.0
tomato_018,Tomato,0.0
tomato_021,Tomato,0.0
tomato_023,Tomato,0.0
tomato_024,Tomato,0.0
tomato_025,Tomato,0.0
tomato_026,Tomato,0.0
tomato_027,Tomato,0.0
tomato_028,Tomato,0.0
tomato_003,Tomato,0.0
tomato_002,Tomato,0.0
tomato_001,Tomato,0.0
potato_590,Potato,0.0
potato_582,Potato,0.0
potato_583,Potato,0.0
potato_584,Potato,0.0
potato_585,Potato,0.0
potato_586,Potato,0.0
potato_587,Potato,0.0
potato_588,Potato,0.0
potato_589,Potato,0.0
potato_591,Potato,0.0
tomato_000,Tomato,0.0
potato_592,Potato,0.0
potato_593,Potato,0.0
potato_594,Potato,0.0
potato_595,Potato,0.0
potato_596,Potato,0.0
potato_597,Potato,0.0
potato_598,Potato,0.0
potato_599,Potato,0.0
potato_535,Potato,0.0
potato_534,Potato,0.0
potato_533,Potato,0.0
potato_488,Potato,0.0
potato_467,Potato,0.0
potato_468,Potato,0.0
potato_469,Potato,0.0
potato_470,Potato,0.0
potato_471,Potato,0.0
potato_472,Potato,0.0
potato_473,Potato,0.0
potato_474,Potato,0.0
potato_475,Potato,0.0
potato_476,Potato,0.0
potato_477,Potato,0.0
potato_478,Potato,0.0
potato_480,Potato,0.0
potato_481,Potato,0.0
potato_482,Potato,0.0
potato_483,Potato,0.0
potato_484,Potato,0.0
potato_485,Potato,0.0
potato_486,Potato,0.0
potato_466,Potato,0.0
potato_465,Potato,0.0
potato_464,Potato,0.0
potato_453,Potato,0.0
potato_445,Potato,0.0
potato_446,Potato,0.0
potato_447,Potato,0.0
potato_448,Potato,0.0
potato_449,Potato,0.0
potato_450,Potato,0.0
potato_451,Potato,0.0
potato_452,Potato,0.0
potato_454,Potato,0.0
potato_463,Potato,0.0
potato_455,Potato,0.0
potato_456,Potato,0.0
potato_457,Potato,0.0
potato_458,Potato,0.0
potato_459,Potato,0.0
potato_460,Potato,0.0
potato_461,Potato,0.0
potato_462,Potato,0.0
potato_487,Potato,0.0
potato_489,Potato,0.0
potato_532,Potato,0.0
potato_490,Potato,0.0
potato_513,Potato,0.0
potato_514,Potato,0.0
potato_515,Potato,0.0
potato_516,Potato,0.0
potato_517,Potato,0.0
potato_518,Potato,0.0
potato_519,Potato,0.0
potato_520,Potato,0.0
potato_521,Potato,0.0
potato_522,Potato,0.0
potato_523,Potato,0.0
potato_524,Potato,0.0
potato_525,Potato,0.0
potato_526,Potato,0.0
potato_527,Potato,0.0
potato_528,Potato,0.0
potato_529,Potato,0.0
potato_530,Potato,0.0
potato_531,Potato,0.0
potato_512,Potato,0.0
potato_511,Potato,0.0
potato_510,Potato,0.0
mandarin_365,Mandarin,0.0
potato_491,Potato,0.0
potato_492,Potato,0.0
potato_493,Potato,0.0
potato_494,Potato,0.0
potato_495,Potato,0.0
potato_496,Potato,0.0
potato_497,Potato,0.0
potato_498,Potato,0.0
potato_500,Potato,0.0
potato_509,Potato,0.0
potato_501,Potato,0.0
potato_502,Potato,0.0
potato_503,Potato,0.0
potato_504,Potato,0.0
potato_505,Potato,0.0
potato_506,Potato,0.0
potato_507,Potato,0.0
potato_508,Potato,0.0
tomato_029,Tomato,0.0
tomato_031,Tomato,0.0
tomato_224,Tomato,0.0
tomato_155,Tomato,0.0
tomato_157,Tomato,0.0
tomato_158,Tomato,0.0
tomato_159,Tomato,0.0
tomato_160,Tomato,0.0
tomato_161,Tomato,0.0
tomato_162,Tomato,0.0
tomato_163,Tomato,0.0
tomato_164,Tomato,0.0
tomato_165,Tomato,0.0
tomato_167,Tomato,0.0
tomato_168,Tomato,0.0
tomato_169,Tomato,0.0
tomato_170,Tomato,0.0
tomato_171,Tomato,0.0
tomato_173,Tomato,0.0
tomato_174,Tomato,0.0
tomato_175,Tomato,0.0
tomato_176,Tomato,0.0
tomato_177,Tomato,0.0
tomato_156,Tomato,0.0
tomato_154,Tomato,0.0
tomato_032,Tomato,0.0
tomato_153,Tomato,0.0
tomato_134,Tomato,0.0
tomato_135,Tomato,0.0
tomato_136,Tomato,0.0
tomato_137,Tomato,0.0
tomato_138,Tomato,0.0
tomato_139,Tomato,0.0
tomato_140,Tomato,0.0
tomato_141,Tomato,0.0
tomato_142,Tomato,0.0
tomato_143,Tomato,0.0
tomato_144,Tomato,0.0
tomato_145,Tomato,0.0
tomato_146,Tomato,0.0
tomato_147,Tomato,0.0
tomato_148,Tomato,0.0
tomato_149,Tomato,0.0
tomato_150,Tomato,0.0
tomato_151,Tomato,0.0
tomato_152,Tomato,0.0
tomato_178,Tomato,0.0
tomato_179,Tomato,0.0
tomato_181,Tomato,0.0
tomato_182,Tomato,0.0
tomato_205,Tomato,0.0
tomato_206,Tomato,0.0
tomato_207,Tomato,0.0
tomato_208,Tomato,0.0
tomato_209,Tomato,0.0
tomato_210,Tomato,0.0
tomato_211,Tomato,0.0
tomato_212,Tomato,0.0
tomato_213,Tomato,0.0
tomato_214,Tomato,0.0
tomato_215,Tomato,0.0
tomato_216,Tomato,0.0
tomato_217,Tomato,0.0
tomato_218,Tomato,0.0
tomato_219,Tomato,0.0
tomato_220,Tomato,0.0
tomato_221,Tomato,0.0
tomato_222,Tomato,0.0
tomato_223,Tomato,0.0
tomato_204,Tomato,0.0
tomato_203,Tomato,0.0
tomato_202,Tomato,0.0
tomato_191,Tomato,0.0
tomato_183,Tomato,0.0
tomato_184,Tomato,0.0
tomato_185,Tomato,0.0
tomato_186,Tomato,0.0
tomato_187,Tomato,0.0
tomato_188,Tomato,0.0
tomato_189,Tomato,0.0
tomato_190,Tomato,0.0
tomato_192,Tomato,0.0
tomato_201,Tomato,0.0
tomato_193,Tomato,0.0
tomato_194,Tomato,0.0
tomato_195,Tomato,0.0
tomato_196,Tomato,0.0
tomato_197,Tomato,0.0
tomato_198,Tomato,0.0
tomato_199,Tomato,0.0
tomato_200,Tomato,0.0
tomato_133,Tomato,0.0
tomato_132,Tomato,0.0
tomato_131,Tomato,0.0
tomato_085,Tomato,0.0
tomato_064,Tomato,0.0
tomato_066,Tomato,0.0
tomato_067,Tomato,0.0
tomato_068,Tomato,0.0
tomato_069,Tomato,0.0
tomato_070,Tomato,0.0
tomato_071,Tomato,0.0
tomato_072,Tomato,0.0
tomato_073,Tomato,0.0
tomato_074,Tomato,0.0
tomato_075,Tomato,0.0
tomato_076,Tomato,0.0
tomato_077,Tomato,0.0
tomato_078,Tomato,0.0
tomato_079,Tomato,0.0
tomato_080,Tomato,0.0
tomato_081,Tomato,0.0
tomato_082,Tomato,0.0
tomato_083,Tomato,0.0
tomato_063,Tomato,0.0
tomato_061,Tomato,0.0
tomato_060,Tomato,0.0
tomato_045,Tomato,0.0
tomato_033,Tomato,0.0
tomato_034,Tomato,0.0
tomato_036,Tomato,0.0
tomato_037,Tomato,0.0
tomato_040,Tomato,0.0
tomato_041,Tomato,0.0
tomato_042,Tomato,0.0
tomato_043,Tomato,0.0
tomato_048,Tomato,0.0
tomato_059,Tomato,0.0
tomato_049,Tomato,0.0
tomato_051,Tomato,0.0
tomato_052,Tomato,0.0
tomato_053,Tomato,0.0
tomato_054,Tomato,0.0
tomato_055,Tomato,0.0
tomato_056,Tomato,0.0
tomato_057,Tomato,0.0
tomato_084,Tomato,0.0
tomato_086,Tomato,0.0
tomato_130,Tomato,0.0
tomato_087,Tomato,0.0
tomato_110,Tomato,0.0
tomato_111,Tomato,0.0
tomato_112,Tomato,0.0
tomato_113,Tomato,0.0
tomato_114,Tomato,0.0
tomato_115,Tomato,0.0
tomato_116,Tomato,0.0
tomato_117,Tomato,0.0
tomato_118,Tomato,0.0
tomato_119,Tomato,0.0
tomato_120,Tomato,0.0
tomato_122,Tomato,0.0
tomato_123,Tomato,0.0
tomato_124,Tomato,0.0
tomato_125,Tomato,0.0
tomato_126,Tomato,0.0
tomato_127,Tomato,0.0
tomato_128,Tomato,0.0
tomato_129,Tomato,0.0
tomato_109,Tomato,0.0
tomato_108,Tomato,0.0
tomato_107,Tomato,0.0
tomato_096,Tomato,0.0
tomato_088,Tomato,0.0
tomato_089,Tomato,0.0
tomato_090,Tomato,0.0
tomato_091,Tomato,0.0
tomato_092,Tomato,0.0
tomato_093,Tomato,0.0
tomato_094,Tomato,0.0
tomato_095,Tomato,0.0
tomato_097,Tomato,0.0
tomato_106,Tomato,0.0
tomato_098,Tomato,0.0
tomato_099,Tomato,0.0
tomato_100,Tomato,0.0
tomato_101,Tomato,0.0
tomato_102,Tomato,0.0
tomato_103,Tomato,0.0
tomato_104,Tomato,0.0
tomato_105,Tomato,0.0
mandarin_366,Mandarin,0.0
mandarin_300,Mandarin,0.0
mandarin_364,Mandarin,0.0
banana_559,Banana,0.0
banana_536,Banana,0.0
banana_537,Banana,0.0
banana_538,Banana,0.0
banana_539,Banana,0.0
banana_540,Banana,0.0
banana_542,Banana,0.0
banana_543,Banana,0.0
banana_544,Banana,0.0
banana_545,Banana,0.0
banana_547,Banana,0.0
banana_548,Banana,0.0
banana_549,Banana,0.0
banana_550,Banana,0.0
banana_551,Banana,0.0
banana_552,Banana,0.0
banana_553,Banana,0.0
banana_554,Banana,0.0
banana_555,Banana,0.0
banana_556,Banana,0.0
banana_535,Banana,0.0
banana_534,Banana,0.0
banana_533,Banana,0.0
banana_520,Banana,0.0
banana_512,Banana,0.0
banana_513,Banana,0.0
banana_514,Banana,0.0
banana_515,Banana,0.0
banana_516,Banana,0.0
banana_517,Banana,0.0
banana_518,Banana,0.0
banana_519,Banana,0.0
banana_521,Banana,0.0
banana_531,Banana,0.0
banana_523,Banana,0.0
banana_524,Banana,0.0
banana_525,Banana,0.0
banana_526,Banana,0.0
banana_527,Banana,0.0
banana_528,Banana,0.0
banana_529,Banana,0.0
banana_530,Banana,0.0
banana_557,Banana,0.0
banana_560,Banana,0.0
banana_510,Banana,0.0
banana_561,Banana,0.0
banana_585,Banana,0.0
banana_586,Banana,0.0
banana_587,Banana,0.0
banana_588,Banana,0.0
banana_589,Banana,0.0
banana_590,Banana,0.0
banana_591,Banana,0.0
banana_593,Banana,0.0
banana_594,Banana,0.0
banana_595,Banana,0.0
banana_596,Banana,0.0
banana_597,Banana,0.0
banana_598,Banana,0.0
cucumber_000,Cucumber,0.0
cucumber_001,Cucumber,0.0
cucumber_002,Cucumber,0.0
cucumber_004,Cucumber,0.0
cucumber_005,Cucumber,0.0
cucumber_006,Cucumber,0.0
banana_584,Banana,0.0
banana_583,Banana,0.0
banana_582,Banana,0.0
banana_570,Banana,0.0
banana_562,Banana,0.0
banana_563,Banana,0.0
banana_564,Banana,0.0
banana_565,Banana,0.0
banana_566,Banana,0.0
banana_567,Banana,0.0
banana_568,Banana,0.0
banana_569,Banana,0.0
banana_571,Banana,0.0
banana_581,Banana,0.0
banana_572,Banana,0.0
banana_573,Banana,0.0
banana_574,Banana,0.0
banana_575,Banana,0.0
banana_577,Banana,0.0
banana_578,Banana,0.0
banana_579,Banana,0.0
banana_580,Banana,0.0
banana_511,Banana,0.0
banana_509,Banana,0.0
banana_416,Banana,0.0
banana_462,Banana,0.0
banana_440,Banana,0.0
banana_441,Banana,0.0
banana_442,Banana,0.0
banana_443,Banana,0.0
banana_444,Banana,0.0
banana_445,Banana,0.0
banana_446,Banana,0.0
banana_447,Banana,0.0
banana_449,Banana,0.0
banana_450,Banana,0.0
banana_451,Banana,0.0
banana_452,Banana,0.0
banana_453,Banana,0.0
banana_454,Banana,0.0
banana_455,Banana,0.0
banana_456,Banana,0.0
banana_458,Banana,0.0
banana_459,Banana,0.0
banana_460,Banana,0.0
banana_439,Banana,0.0
banana_438,Banana,0.0
banana_437,Banana,0.0
banana_426,Banana,0.0
banana_418,Banana,0.0
banana_419,Banana,0.0
banana_420,Banana,0.0
banana_421,Banana,0.0
banana_422,Banana,0.0
banana_423,Banana,0.0
banana_424,Banana,0.0
banana_425,Banana,0.0
banana_427,Banana,0.0
banana_436,Banana,0.0
banana_428,Banana,0.0
banana_429,Banana,0.0
banana_430,Banana,0.0
banana_431,Banana,0.0
banana_432,Banana,0.0
banana_433,Banana,0.0
banana_434,Banana,0.0
banana_435,Banana,0.0
banana_461,Banana,0.0
banana_463,Banana,0.0
banana_508,Banana,0.0
banana_464,Banana,0.0
banana_488,Banana,0.0
banana_489,Banana,0.0
banana_490,Banana,0.0
banana_491,Banana,0.0
banana_492,Banana,0.0
banana_493,Banana,0.0
banana_494,Banana,0.0
banana_495,Banana,0.0
banana_496,Banana,0.0
banana_497,Banana,0.0
banana_498,Banana,0.0
banana_499,Banana,0.0
banana_500,Banana,0.0
banana_502,Banana,0.0
banana_503,Banana,0.0
banana_504,Banana,0.0
banana_505,Banana,0.0
banana_506,Banana,0.0
banana_507,Banana,0.0
banana_487,Banana,0.0
banana_486,Banana,0.0
banana_484,Banana,0.0
banana_473,Banana,0.0
banana_465,Banana,0.0
banana_466,Banana,0.0
banana_467,Banana,0.0
banana_468,Banana,0.0
banana_469,Banana,0.0
banana_470,Banana,0.0
banana_471,Banana,0.0
banana_472,Banana,0.0
banana_474,Banana,0.0
banana_483,Banana,0.0
banana_475,Banana,0.0
banana_476,Banana,0.0
banana_477,Banana,0.0
banana_478,Banana,0.0
banana_479,Banana,0.0
banana_480,Banana,0.0
banana_481,Banana,0.0
banana_482,Banana,0.0
cucumber_007,Cucumber,0.0
cucumber_008,Cucumber,0.0
cucumber_010,Cucumber,0.0
cucumber_152,Cucumber,0.0
cucumber_132,Cucumber,0.0
cucumber_133,Cucumber,0.0
cucumber_134,Cucumber,0.0
cucumber_135,Cucumber,0.0
cucumber_136,Cucumber,0.0
cucumber_137,Cucumber,0.0
cucumber_138,Cucumber,0.0
cucumber_139,Cucumber,0.0
cucumber_140,Cucumber,0.0
cucumber_141,Cucumber,0.0
cucumber_142,Cucumber,0.0
cucumber_143,Cucumber,0.0
cucumber_144,Cucumber,0.0
cucumber_145,Cucumber,0.0
cucumber_146,Cucumber,0.0
cucumber_147,Cucumber,0.0
cucumber_148,Cucumber,0.0
cucumber_149,Cucumber,0.0
cucumber_150,Cucumber,0.0
cucumber_131,Cucumber,0.0
cucumber_130,Cucumber,0.0
cucumber_128,Cucumber,0.0
cucumber_117,Cucumber,0.0
cucumber_109,Cucumber,0.0
cucumber_110,Cucumber,0.0
cucumber_111,Cucumber,0.0
cucumber_112,Cucumber,0.0
cucumber_113,Cucumber,0.0
cucumber_114,Cucumber,0.0
cucumber_115,Cucumber,0.0
cucumber_116,Cucumber,0.0
cucumber_118,Cucumber,0.0
cucumber_127,Cucumber,0.0
cucumber_119,Cucumber,0.0
cucumber_120,Cucumber,0.0
cucumber_121,Cucumber,0.0
cucumber_122,Cucumber,0.0
cucumber_123,Cucumber,0.0
cucumber_124,Cucumber,0.0
cucumber_125,Cucumber,0.0
cucumber_126,Cucumber,0.0
cucumber_151,Cucumber,0.0
cucumber_153,Cucumber,0.0
cucumber_011,Cucumber,0.0
cucumber_154,Cucumber,0.0
cucumber_178,Cucumber,0.0
cucumber_179,Cucumber,0.0
cucumber_180,Cucumber,0.0
cucumber_181,Cucumber,0.0
cucumber_182,Cucumber,0.0
cucumber_183,Cucumber,0.0
cucumber_184,Cucumber,0.0
cucumber_185,Cucumber,0.0
cucumber_186,Cucumber,0.0
cucumber_187,Cucumber,0.0
cucumber_188,Cucumber,0.0
cucumber_189,Cucumber,0.0
cucumber_190,Cucumber,0.0
cucumber_191,Cucumber,0.0
cucumber_192,Cucumber,0.0
cucumber_193,Cucumber,0.0
cucumber_194,Cucumber,0.0
cucumber_195,Cucumber,0.0
cucumber_196,Cucumber,0.0
cucumber_177,Cucumber,0.0
cucumber_176,Cucumber,0.0
cucumber_174,Cucumber,0.0
cucumber_163,Cucumber,0.0
cucumber_155,Cucumber,0.0
cucumber_156,Cucumber,0.0
cucumber_157,Cucumber,0.0
cucumber_158,Cucumber,0.0
cucumber_159,Cucumber,0.0
cucumber_160,Cucumber,0.0
